"Player","Season","Season Age","Gen. Role","Role","DAVIES","Box Activity","Shooting","Final Ball","Dribbles and Carries","Buildup Passing","Defense","Min","Team","League","Nation","League Gender"
"Gerard Deulofeu","2022-2023",28,"Creator","Central Creator",0.18,0.04,0.08,0.04,0.04,0.01,-0.01,1211,"Udinese","Serie A M","ESP","M"
"Sergio Ramos","2020-2021",34,"Central Def","Progressive Central Defender",0.18,0.01,0.05,0,0.01,0.12,-0.01,1275,"Real Madrid","La Liga","ESP","M"
"Nuri Şahin","2017-2018",28,"Deep Midfielder","Playmaking Deep Midfielder",0.18,0.01,0.05,0.04,0,0.07,0.01,1225,"Dortmund","Bundesliga","TUR","M"
"Alexis Sánchez","2021-2022",32,"Creator","Central Creator",0.18,0.03,0.13,0.02,0,0.01,0,881,"Inter","Serie A M","CHI","M"
"Iker Muniain","2017-2018",24,"Creator","Central Creator",0.18,0.02,0.08,0,0.02,0.05,0,780,"Athletic Club","La Liga","ESP","M"
"Matías Vecino","2021-2022",29,"Midfielder","Ball Winning Midfielder",0.18,0.03,0.09,0.04,0.01,0.03,0.01,377,"Inter","Serie A M","URU","M"
"Cédric Bakambu","2021-2022",30,"Finisher","Mobile Forward",0.18,0.03,0.15,0,0.01,0.01,-0.01,356,"Marseille","Ligue 1","COD","M"
"Javier Pastore","2019-2020",30,"Creator","Central Creator",0.18,0.03,0.05,-0.01,0.03,0.06,0.02,514,"Roma","Serie A M","ARG","M"
"Gerard Piqué","2022-2023",35,"Central Def","Progressive Central Defender",0.18,0.01,0.02,0,0.02,0.13,0,384,"Barcelona","La Liga","ESP","M"
"Lorenzo Insigne","2017-2018",26,"Dribbler","Direct Dribbler",0.17,0.04,0.12,0.04,0.02,-0.02,-0.01,3090,"Napoli","Serie A M","ITA","M"
"Karim Benzema","2019-2020",31,"Finisher","Progressive Forward",0.17,0.03,0.08,0.03,0.02,0.02,0,3141,"Real Madrid","La Liga","FRA","M"
"Mohamed Salah","2019-2020",27,"Finisher","Mobile Forward",0.17,0.06,0.07,0.03,0.02,0,-0.01,2876,"Liverpool","Premier League","EGY","M"
"João Cancelo","2021-2022",27,"Wide Def","Progressive Wide Defender",0.17,0.02,0.06,0.02,0.01,0.06,0,3227,"Manchester City","Premier League","POR","M"
"Duván Zapata","2018-2019",27,"Finisher","Mobile Forward",0.17,0.05,0.08,0.03,0.01,0,0,2896,"Atalanta","Serie A M","COL","M"
"Sergio Agüero","2018-2019",30,"Finisher","Progressive Forward",0.17,0.03,0.09,0.02,0.02,0.01,-0.01,2459,"Manchester City","Premier League","ARG","M"
"Pablo Sarabia","2018-2019",26,"Creator","Wide Creator",0.17,0.04,0.09,0.04,0,0,0,2724,"Sevilla","La Liga","ESP","M"
"Lautaro Martínez","2022-2023",24,"Finisher","Progressive Forward",0.17,0.02,0.13,0.01,0,0.02,0,2576,"Inter","Serie A M","ARG","M"
"Aymeric Laporte","2021-2022",27,"Central Def","Progressive Central Defender",0.17,0,0.03,0,0.03,0.14,-0.03,2828,"Manchester City","Premier League","ESP","M"
"Thiago Alcántara","2018-2019",27,"Deep Midfielder","Playmaking Deep Midfielder",0.17,0,0.01,0.03,0.02,0.11,0,2408,"Bayern Munich","Bundesliga","ESP","M"
"Leroy Sané","2023-2024",27,"Dribbler","Direct Dribbler",0.17,0.02,0.07,0.05,0.04,0,-0.01,2137,"Bayern Munich","Bundesliga","GER","M"
"Kevin De Bruyne","2022-2023",31,"Creator","Wide Creator",0.17,0.01,0.04,0.09,0.02,0.03,-0.02,2417,"Manchester City","Premier League","BEL","M"
"David Silva","2017-2018",31,"Creator","Central Creator",0.17,0.03,0.04,0.03,0.03,0.04,-0.01,2430,"Manchester City","Premier League","ESP","M"
"David Silva","2018-2019",32,"Creator","Central Creator",0.17,0.06,0.05,0.03,0.02,0.01,0,2401,"Manchester City","Premier League","ESP","M"
"Erling Haaland","2021-2022",21,"Finisher","Mobile Forward",0.17,0.03,0.12,0.04,0,-0.01,0,1911,"Dortmund","Bundesliga","NOR","M"
"Josip Iličić","2017-2018",29,"Creator","Wide Creator",0.17,0.03,0.11,0.05,0.02,0,-0.01,2002,"Atalanta","Serie A M","SVN","M"
"Ishak Belfodil","2018-2019",26,"Finisher","Mobile Forward",0.17,0.04,0.1,0.02,0.03,0,0,1863,"Hoffenheim","Bundesliga","ALG","M"
"Gareth Bale","2017-2018",28,"Finisher","Progressive Forward",0.17,0.03,0.09,0.03,0.03,0.01,0.01,1799,"Real Madrid","La Liga","WAL","M"
"Achraf Hakimi","2023-2024",24,"Wide Def","Progressive Wide Defender",0.17,0.02,0.07,0.03,0.01,0.06,-0.02,1932,"Paris S-G","Ligue 1","MAR","M"
"Luka Modrić","2017-2018",31,"Midfielder","Creative Midfielder",0.17,0.01,0.01,0.03,0.03,0.11,-0.01,1970,"Real Madrid","La Liga","CRO","M"
"Thomas Müller","2022-2023",32,"Finisher","Progressive Forward",0.17,0.02,0.06,0.06,0,0.01,0,1665,"Bayern Munich","Bundesliga","GER","M"
"Ousmane Dembélé","2023-2024",26,"Dribbler","Wide Dribbler",0.17,0.03,0.03,0.05,0.07,0.04,0,1506,"Paris S-G","Ligue 1","FRA","M"
"Riyad Mahrez","2019-2020",28,"Dribbler","Wide Dribbler",0.17,0.02,0.06,0.06,0.02,0.01,0,1944,"Manchester City","Premier League","ALG","M"
"Sadio Mané","2022-2023",30,"Finisher","Mobile Forward",0.17,0.04,0.06,0.03,0.03,0.01,-0.01,1425,"Bayern Munich","Bundesliga","SEN","M"
"Vinicius Júnior","2019-2020",19,"Dribbler","Direct Dribbler",0.17,0.07,0.04,0.02,0.04,-0.01,0,1364,"Real Madrid","La Liga","BRA","M"
"Thiago Alcántara","2021-2022",30,"Deep Midfielder","Playmaking Deep Midfielder",0.17,0.01,0.03,0.01,0.01,0.12,0,1534,"Liverpool","Premier League","ESP","M"
"Marco Asensio","2022-2023",26,"Creator","Wide Creator",0.17,0.03,0.11,0.03,0.02,0,-0.01,1442,"Real Madrid","La Liga","ESP","M"
"Felipe Anderson","2017-2018",24,"Creator","Wide Creator",0.17,0.04,0.04,0.04,0.07,0,0.01,1162,"Lazio","Serie A M","BRA","M"
"Gerard Moreno","2021-2022",29,"Finisher","Progressive Forward",0.17,0.01,0.05,0.06,0.02,0.03,0,1191,"Villarreal","La Liga","ESP","M"
"Isco","2018-2019",26,"Creator","Central Creator",0.17,0.02,0.08,0,0.02,0.05,0,1192,"Real Madrid","La Liga","ESP","M"
"Philippe Coutinho","2017-2018",25,"Creator","Wide Creator",0.17,0.03,0.07,0.04,0.02,0,0,1296,"Barcelona","La Liga","BRA","M"
"Roberto Firmino","2022-2023",30,"Creator","Two Way Creator",0.17,0.04,0.12,0.01,-0.01,0.02,-0.01,1213,"Liverpool","Premier League","BRA","M"
"Kevin De Bruyne","2023-2024",32,"Creator","Wide Creator",0.17,0.04,0.03,0.11,0,0.01,-0.01,1221,"Manchester City","Premier League","BEL","M"
"Denis Cheryshev","2017-2018",26,"Dribbler","Direct Dribbler",0.17,0,0.1,0.02,0.02,0.01,0.02,926,"Villarreal","La Liga","RUS","M"
"Moussa Dembélé","2020-2021",24,"Finisher","Target Forward",0.17,0.03,0.13,0.01,0,0.01,0.01,677,"Lyon","Ligue 1","FRA","M"
"Lucas Alario","2021-2022",28,"Finisher","Target Forward",0.17,0.02,0.13,0.02,0.01,-0.01,0,655,"Leverkusen","Bundesliga","ARG","M"
"Stevan Jovetić","2020-2021",30,"Dribbler","Direct Dribbler",0.17,0.03,0.15,-0.01,0.01,0.01,-0.01,802,"Monaco","Ligue 1","MNE","M"
"Josip Iličić","2021-2022",33,"Creator","Wide Creator",0.17,0.04,0.05,0.04,0.03,0.02,0,841,"Atalanta","Serie A M","SVN","M"
"Naby Keïta","2019-2020",24,"Midfielder","Mobile Midfielder",0.17,0.01,0.04,0.04,0.04,0.05,0,815,"Liverpool","Premier League","GUI","M"
"Olivier Giroud","2017-2018",30,"Finisher","Target Forward",0.17,0.06,0.09,0.03,-0.01,-0.02,0,613,"Chelsea","Premier League","FRA","M"
"Philippe Coutinho","2021-2022",29,"Creator","Wide Creator",0.17,0.02,0.13,0.01,0.01,0.01,-0.01,503,"Barcelona","La Liga","BRA","M"
"Robert Glatzel","2020-2021",26,"Finisher","Progressive Forward",0.17,0.04,0.13,0.01,0.01,-0.01,-0.01,359,"Mainz 05","Bundesliga","GER","M"
"Luis Muriel","2023-2024",32,"Creator","Wide Creator",0.17,0.04,0.11,0.04,-0.01,-0.01,-0.02,409,"Atalanta","Serie A M","COL","M"
"Diego López","2022-2023",20,"Dribbler","Direct Dribbler",0.17,0.02,0.15,0.02,0.01,0.01,0,447,"Valencia","La Liga","ESP","M"
"Myron Boadu","2022-2023",21,"Finisher","Target Forward",0.17,0.03,0.13,0.01,-0.01,0,0,295,"Monaco","Ligue 1","NED","M"
"Luis Alberto","2019-2020",26,"Creator","Central Creator",0.16,0,0.01,0.03,0.04,0.09,0,3113,"Lazio","Serie A M","ESP","M"
"Karl Toko Ekambi","2020-2021",27,"Finisher","Mobile Forward",0.16,0.02,0.08,0.02,0.04,0.01,0,2811,"Lyon","Ligue 1","CMR","M"
"Erling Haaland","2022-2023",22,"Finisher","Mobile Forward",0.16,0.02,0.15,0.01,-0.01,0,-0.01,2769,"Manchester City","Premier League","NOR","M"
"Cole Palmer","2023-2024",21,"Creator","Wide Creator",0.16,0.01,0.09,0.03,0.01,0.03,-0.01,2607,"Chelsea","Premier League","ENG","M"
"Papu Gómez","2019-2020",31,"Creator","Central Creator",0.16,0.01,0.04,0.03,0.05,0.03,-0.01,2842,"Atalanta","Serie A M","ARG","M"
"Rafael Leão","2022-2023",23,"Dribbler","Direct Dribbler",0.16,0.01,0.09,0.03,0.02,0.03,-0.01,2421,"Milan","Serie A M","POR","M"
"Erling Haaland","2023-2024",23,"Finisher","Target Forward",0.16,0.02,0.14,0,0,0,0,2552,"Manchester City","Premier League","NOR","M"
"Rodrygo","2022-2023",21,"Dribbler","Direct Dribbler",0.16,0.04,0.09,0.03,0.02,0.01,-0.01,2379,"Real Madrid","La Liga","BRA","M"
"Paul Pogba","2018-2019",25,"Midfielder","Creative Midfielder",0.16,0.02,0.09,0.01,0.01,0.03,-0.01,3006,"Manchester Utd","Premier League","FRA","M"
"Serge Gnabry","2021-2022",26,"Dribbler","Wide Dribbler",0.16,0.03,0.04,0.05,0.02,0,0.01,2185,"Bayern Munich","Bundesliga","GER","M"
"Diogo Jota","2021-2022",24,"Finisher","Mobile Forward",0.16,0.03,0.1,0.02,0.01,0.01,0,2364,"Liverpool","Premier League","POR","M"
"Memphis","2018-2019",24,"Creator","Wide Creator",0.16,0.03,0.11,0.03,0.01,0,-0.02,2737,"Lyon","Ligue 1","NED","M"
"Mats Hummels","2017-2018",28,"Central Def","Aggressive Central Defender",0.16,0.01,0.02,0.01,0.01,0.14,-0.01,2213,"Bayern Munich","Bundesliga","GER","M"
"Jamal Musiala","2023-2024",20,"Dribbler","Direct Dribbler",0.16,0.03,0.06,0.03,0.04,0.01,0,1755,"Bayern Munich","Bundesliga","GER","M"
"Trent Alexander-Arnold","2023-2024",24,"Wide Def","Progressive Wide Defender",0.16,0,0.04,0.04,0.01,0.1,-0.01,2155,"Liverpool","Premier League","ENG","M"
"Marek Hamšík","2017-2018",30,"Midfielder","Creative Midfielder",0.16,0.03,0.09,0.01,0,0.06,-0.02,2371,"Napoli","Serie A M","SVK","M"
"Sadio Mané","2017-2018",25,"Dribbler","Direct Dribbler",0.16,0.03,0.09,0.02,0.01,0.01,-0.01,2190,"Liverpool","Premier League","SEN","M"
"İlkay Gündoğan","2020-2021",29,"Midfielder","Creative Midfielder",0.16,0.03,0.1,0.02,0.02,0.01,-0.01,2029,"Manchester City","Premier League","GER","M"
"Ousmane Dembélé","2020-2021",23,"Dribbler","Wide Dribbler",0.16,0.05,0.05,0.04,0.05,0,-0.01,1774,"Barcelona","La Liga","FRA","M"
"Leon Goretzka","2023-2024",28,"Deep Midfielder","Defensive Deep Midfielder",0.16,0.02,0.07,0.03,0.02,0.04,-0.01,2241,"Bayern Munich","Bundesliga","GER","M"
"Marcelo Brozović","2017-2018",24,"Midfielder","Creative Midfielder",0.16,0.01,0.03,0.04,0,0.09,0,1926,"Inter","Serie A M","CRO","M"
"Nabil Fekir","2018-2019",25,"Creator","Wide Creator",0.16,0.04,0.08,0.02,0,0.02,0,1988,"Lyon","Ligue 1","FRA","M"
"İlkay Gündoğan","2021-2022",30,"Creator","Two Way Creator",0.16,0.02,0.11,0.01,0.01,0.02,-0.01,1857,"Manchester City","Premier League","GER","M"
"Islam Slimani","2019-2020",31,"Finisher","Progressive Forward",0.16,0.04,0.09,0.03,-0.01,0.02,0,1285,"Monaco","Ligue 1","ALG","M"
"Michael Olise","2023-2024",21,"Creator","Central Creator",0.16,0.02,0.09,0.04,0.02,0,0,1275,"Crystal Palace","Premier League","FRA","M"
"Leon Goretzka","2021-2022",26,"Midfielder","Ball Winning Midfielder",0.16,0.03,0.09,0.02,0.01,0.02,0,1396,"Bayern Munich","Bundesliga","GER","M"
"Karim Bellarabi","2019-2020",29,"Dribbler","Wide Dribbler",0.16,0.02,0.09,0.03,0.04,-0.01,-0.01,1424,"Leverkusen","Bundesliga","GER","M"
"Aleksei Miranchuk","2023-2024",27,"Creator","Wide Creator",0.16,0.02,0.11,0.04,0,0,-0.01,1176,"Atalanta","Serie A M","RUS","M"
"Clinton N'Jie","2017-2018",23,"Finisher","Mobile Forward",0.16,0.01,0.1,0.03,0.02,0.02,0,874,"Marseille","Ligue 1","CMR","M"
"Paul Pogba","2021-2022",28,"Midfielder","Creative Midfielder",0.16,0.02,0.05,0.03,0.02,0.05,-0.01,1349,"Manchester Utd","Premier League","FRA","M"
"Memphis","2023-2024",29,"Finisher","Progressive Forward",0.16,0.02,0.11,0.02,0,0.02,-0.01,893,"Atlético Madrid","La Liga","NED","M"
"Tetê","2021-2022",21,"Dribbler","Direct Dribbler",0.16,0.01,0.06,0.04,0.02,0.04,0,583,"Lyon","Ligue 1","BRA","M"
"Isco","2020-2021",28,"Midfielder","Mobile Midfielder",0.16,0.03,0.04,0.01,0.03,0.06,-0.02,908,"Real Madrid","La Liga","ESP","M"
"Eldor Shomurodov","2021-2022",26,"Finisher","Mobile Forward",0.16,0.04,0.08,0.02,0.01,0,0,784,"Roma","Serie A M","UZB","M"
"Christian Eriksen","2021-2022",29,"Midfielder","Creative Midfielder",0.16,0,0.04,0.05,0,0.09,-0.01,939,"Brentford","Premier League","DEN","M"
"Deniz Undav","2022-2023",26,"Finisher","Progressive Forward",0.16,0.02,0.13,0.02,0.01,0,-0.01,628,"Brighton","Premier League","GER","M"
"Giacomo Bonaventura","2018-2019",28,"Creator","Central Creator",0.16,0.03,0.11,-0.01,0.02,0,-0.01,646,"Milan","Serie A M","ITA","M"
"Mama Samba Baldé","2023-2024",27,"Finisher","Mobile Forward",0.16,0.03,0.08,0.04,0.02,-0.01,0,551,"Lyon","Ligue 1","GNB","M"
"Khouma Babacar","2017-2018",24,"Finisher","Mobile Forward",0.16,0.02,0.1,0.01,0.01,0.01,0.01,448,"Fiorentina","Serie A M","SEN","M"
"Chrislain Matsima","2023-2024",21,"Deep Midfielder","Playmaking Deep Midfielder",0.16,0,0,-0.01,0.01,0.17,0,298,"Monaco","Ligue 1","FRA","M"
"Benjamin Hübner","2021-2022",32,"Deep Midfielder","Playmaking Deep Midfielder",0.16,0.02,0.08,-0.01,0.01,0.06,0,375,"Hoffenheim","Bundesliga","GER","M"
"Victor Moses","2019-2020",28,"Wide Def","Aggressive Wide Defender",0.16,0.04,0,0.08,0.06,0.01,-0.02,420,"Inter","Serie A M","NGA","M"
"Sardar Azmoun","2021-2022",26,"Finisher","Progressive Forward",0.16,-0.01,0.09,0.02,0.02,0.03,0.01,359,"Leverkusen","Bundesliga","IRN","M"
"Daniel Sturridge","2017-2018",27,"Finisher","Progressive Forward",0.16,0.02,0.09,0,0.02,0.03,-0.01,431,"Liverpool","Premier League","ENG","M"
"Dani Ceballos","2021-2022",24,"Midfielder","Creative Midfielder",0.16,0.02,0.08,0,0.01,0.05,0.01,276,"Real Madrid","La Liga","ESP","M"
"Mamadou Sylla","2021-2022",27,"Finisher","Mobile Forward",0.16,0.04,0.08,0.01,0.02,0,0.01,253,"Rayo Vallecano","La Liga","SEN","M"
"Mohamed Salah","2022-2023",30,"Finisher","Progressive Forward",0.15,0.05,0.07,0.03,0.01,0.01,-0.01,3290,"Liverpool","Premier League","EGY","M"
"Edin Džeko","2017-2018",31,"Finisher","Mobile Forward",0.15,0.03,0.1,0,0,0.01,0,3018,"Roma","Serie A M","BIH","M"
"Khvicha Kvaratskhelia","2023-2024",22,"Dribbler","Direct Dribbler",0.15,0.03,0.07,0.02,0.03,-0.01,0,2737,"Napoli","Serie A M","GEO","M"
"Iago Aspas","2017-2018",29,"Dribbler","Direct Dribbler",0.15,0.02,0.09,0.02,0.01,0,-0.01,2936,"Celta Vigo","La Liga","ESP","M"
"Romelu Lukaku","2020-2021",27,"Finisher","Mobile Forward",0.15,0.03,0.08,0.02,0.01,0,0,2884,"Inter","Serie A M","BEL","M"
"Pierre-Emerick Aubameyang","2023-2024",34,"Finisher","Mobile Forward",0.15,0.01,0.11,0.02,0.01,-0.01,0,2622,"Marseille","Ligue 1","GAB","M"
"Marcus Thuram","2022-2023",24,"Finisher","Mobile Forward",0.15,0.02,0.1,0,0.01,0,0,2513,"M'Gladbach","Bundesliga","FRA","M"
"Edin Džeko","2018-2019",32,"Finisher","Progressive Forward",0.15,0.03,0.09,0,0.01,0.02,0,2579,"Roma","Serie A M","BIH","M"
"Florian Wirtz","2023-2024",20,"Creator","Central Creator",0.15,0.05,0.07,0.03,0.02,0.01,-0.01,2372,"Leverkusen","Bundesliga","GER","M"
"Edin Džeko","2021-2022",35,"Finisher","Progressive Forward",0.15,0.02,0.08,0.01,0,0.02,0,2469,"Inter","Serie A M","BIH","M"
"Nabil Fekir","2017-2018",24,"Creator","Wide Creator",0.15,0.02,0.1,0.01,0.02,0.02,-0.01,2477,"Lyon","Ligue 1","FRA","M"
"Duván Zapata","2020-2021",29,"Finisher","Mobile Forward",0.15,0.05,0.09,0.03,0,-0.02,0,2379,"Atalanta","Serie A M","COL","M"
"Patrik Schick","2021-2022",25,"Finisher","Target Forward",0.15,0.02,0.14,-0.01,0,0,0,2076,"Leverkusen","Bundesliga","CZE","M"
"Toni Kroos","2019-2020",29,"Midfielder","Creative Midfielder",0.15,0,0.03,0.01,0.01,0.1,-0.01,2652,"Real Madrid","La Liga","GER","M"
"Frenkie de Jong","2022-2023",25,"Deep Midfielder","Playmaking Deep Midfielder",0.15,0.01,0.01,0.03,0.04,0.07,-0.01,2534,"Barcelona","La Liga","NED","M"
"Robin Gosens","2020-2021",26,"Wide Def","Aggressive Wide Defender",0.15,0.03,0.09,0.01,0.01,0.01,0,2523,"Atalanta","Serie A M","GER","M"
"Sergio Ramos","2017-2018",31,"Central Def","Progressive Central Defender",0.15,0.01,0.04,0.01,0,0.1,-0.01,2289,"Real Madrid","La Liga","ESP","M"
"Marcelo","2017-2018",29,"Wide Def","Progressive Wide Defender",0.15,0.03,0.02,0.05,0.02,0.06,-0.03,2260,"Real Madrid","La Liga","BRA","M"
"Dayot Upamecano","2021-2022",22,"Central Def","Aggressive Central Defender",0.15,0,0,0.02,0.01,0.13,0,2211,"Bayern Munich","Bundesliga","FRA","M"
"Joaquín Correa","2018-2019",23,"Dribbler","Direct Dribbler",0.15,0.03,0.07,0.02,0.04,0.02,-0.01,1927,"Lazio","Serie A M","ARG","M"
"Christopher Nkunku","2022-2023",24,"Finisher","Progressive Forward",0.15,0.02,0.08,0.02,0.01,0.02,-0.01,1897,"RB Leipzig","Bundesliga","FRA","M"
"Gabriel Jesus","2022-2023",25,"Dribbler","Direct Dribbler",0.15,0.05,0.13,0,-0.02,0,0.01,2064,"Arsenal","Premier League","BRA","M"
"Callum Wilson","2022-2023",30,"Finisher","Mobile Forward",0.15,0.02,0.14,0.01,0,0,-0.01,1877,"Newcastle Utd","Premier League","ENG","M"
"Álvaro Morata","2017-2018",24,"Finisher","Mobile Forward",0.15,0.02,0.1,0.01,0.01,0,0,2061,"Chelsea","Premier League","ESP","M"
"Lucas Paquetá","2020-2021",22,"Midfielder","Ball Winning Midfielder",0.15,0.02,0.07,0.02,0,0.03,0,2275,"Lyon","Ligue 1","BRA","M"
"Philippe Coutinho","2018-2019",26,"Creator","Wide Creator",0.15,0.03,0.09,0.01,0.02,0,-0.01,2018,"Barcelona","La Liga","BRA","M"
"Leroy Sané","2022-2023",26,"Creator","Wide Creator",0.15,0.03,0.1,0.02,0.02,0,0,2010,"Bayern Munich","Bundesliga","GER","M"
"Duván Zapata","2019-2020",28,"Finisher","Mobile Forward",0.15,0.04,0.11,0.03,0,-0.01,-0.01,2026,"Atalanta","Serie A M","COL","M"
"Ángel Di María","2018-2019",30,"Creator","Wide Creator",0.15,0.04,0.09,0.05,0.01,-0.02,-0.01,2324,"Paris S-G","Ligue 1","ARG","M"
"Marco Asensio","2017-2018",21,"Creator","Wide Creator",0.15,0.02,0.06,0.02,0.05,0.03,-0.01,1844,"Real Madrid","La Liga","ESP","M"
"Kevin De Bruyne","2021-2022",30,"Creator","Wide Creator",0.15,0.02,0.05,0.04,0.01,0.02,-0.01,2201,"Manchester City","Premier League","BEL","M"
"Ademola Lookman","2023-2024",25,"Dribbler","Direct Dribbler",0.15,0.03,0.1,0.02,0,0,0,1894,"Atalanta","Serie A M","NGA","M"
"Jadon Sancho","2020-2021",20,"Creator","Wide Creator",0.15,0.03,0.05,0.05,0.03,0,-0.01,2062,"Dortmund","Bundesliga","ENG","M"
"Paulinho","2017-2018",29,"Midfielder","Ball Winning Midfielder",0.15,0.03,0.14,0.01,0,-0.02,-0.01,1945,"Barcelona","La Liga","BRA","M"
"Thiago Alcántara","2019-2020",28,"Deep Midfielder","Playmaking Deep Midfielder",0.15,0.01,0.03,0.01,0.03,0.1,0,1771,"Bayern Munich","Bundesliga","ESP","M"
"Adnan Januzaj","2017-2018",22,"Dribbler","Direct Dribbler",0.15,0.03,0.08,0.03,0.02,0.02,-0.01,1573,"Real Sociedad","La Liga","BEL","M"
"Fermin López","2023-2024",20,"Creator","Two Way Creator",0.15,0.02,0.12,0,0.01,0.01,0,1446,"Barcelona","La Liga","ESP","M"
"Leon Goretzka","2020-2021",25,"Midfielder","Ball Winning Midfielder",0.15,0.02,0.05,0.02,0.02,0.03,0,1705,"Bayern Munich","Bundesliga","GER","M"
"Michail Antonio","2019-2020",29,"Finisher","Mobile Forward",0.15,0.02,0.09,0.02,0.03,-0.01,0,1768,"West Ham","Premier League","JAM","M"
"Bradley Barcola","2023-2024",20,"Dribbler","Direct Dribbler",0.15,0.03,0.04,0.04,0.04,0,0.01,1370,"Paris S-G","Ligue 1","FRA","M"
"Edin Džeko","2022-2023",36,"Finisher","Progressive Forward",0.15,0.02,0.09,0.02,0,0.02,0,1732,"Inter","Serie A M","BIH","M"
"Marco Verratti","2018-2019",25,"Deep Midfielder","Playmaking Deep Midfielder",0.15,0,-0.01,0.04,0.02,0.11,-0.01,1879,"Paris S-G","Ligue 1","ITA","M"
"Aaron Ramsey","2017-2018",26,"Creator","Two Way Creator",0.15,0.02,0.07,0.02,0,0.03,0.01,1846,"Arsenal","Premier League","WAL","M"
"Maxwel Cornet","2018-2019",21,"Finisher","Mobile Forward",0.15,0.02,0.09,0.04,0.03,-0.02,0,1281,"Lyon","Ligue 1","CIV","M"
"Jérôme Boateng","2017-2018",28,"Central Def","Progressive Central Defender",0.15,0,0.01,0.03,0,0.15,-0.03,1640,"Bayern Munich","Bundesliga","GER","M"
"Franck Ribéry","2018-2019",35,"Dribbler","Direct Dribbler",0.15,0.06,0.02,0.02,0.04,0.01,-0.01,1174,"Bayern Munich","Bundesliga","FRA","M"
"Edon Zhegrova","2022-2023",23,"Dribbler","Wide Dribbler",0.15,0.03,0.06,0.06,0.04,0,-0.01,1056,"Lille","Ligue 1","KVX","M"
"Mauro Icardi","2020-2021",27,"Finisher","Target Forward",0.15,0.02,0.1,0.03,0,0.01,0,1079,"Paris S-G","Ligue 1","ARG","M"
"Miha Zajc","2018-2019",24,"Creator","Wide Creator",0.15,0.03,0.09,0.02,0.01,0,-0.01,1166,"Empoli","Serie A M","SVN","M"
"Ángel Correa","2022-2023",27,"Dribbler","Direct Dribbler",0.15,0.05,0.09,0.02,-0.01,0.01,-0.01,1455,"Atlético Madrid","La Liga","ARG","M"
"Florian Neuhaus","2023-2024",26,"Midfielder","Mobile Midfielder",0.15,0.01,0.08,0.02,0.01,0.04,-0.01,1224,"Gladbach","Bundesliga","GER","M"
"Ousmane Dembélé","2022-2023",25,"Dribbler","Direct Dribbler",0.15,0.04,0.04,0.04,0.06,-0.02,-0.01,1410,"Barcelona","La Liga","FRA","M"
"Oumar Niasse","2017-2018",27,"Finisher","Mobile Forward",0.15,0.03,0.1,0.02,0.01,0,0,1087,"Everton","Premier League","SEN","M"
"Corentin Tolisso","2020-2021",25,"Midfielder","Ball Winning Midfielder",0.15,0.01,0.06,-0.01,0,0.06,0.01,781,"Bayern Munich","Bundesliga","FRA","M"
"Arturo Vidal","2021-2022",34,"Midfielder","Ball Winning Midfielder",0.15,0.02,0.08,0.04,0,0.02,0,741,"Inter","Serie A M","CHI","M"
"Wesley Saïd","2021-2022",26,"Finisher","Progressive Forward",0.15,0.01,0.1,0,0.03,0.02,0,654,"Lens","Ligue 1","FRA","M"
"Junior Dina Ebimbe","2022-2023",21,"Midfielder","Mobile Midfielder",0.15,0.02,0.09,0.01,0.01,0,0,1063,"Eint Frankfurt","Bundesliga","FRA","M"
"Kevin De Bruyne","2018-2019",27,"Creator","Wide Creator",0.15,0.01,0.02,0.04,0.03,0.03,0,975,"Manchester City","Premier League","BEL","M"
"Diogo Jota","2020-2021",23,"Dribbler","Direct Dribbler",0.15,0.05,0.14,0,0,0,-0.01,1112,"Liverpool","Premier League","POR","M"
"Sandro Wagner","2017-2018",29,"Finisher","Target Forward",0.15,0.01,0.16,0,-0.01,0,-0.01,726,"Bayern Munich","Bundesliga","GER","M"
"Islam Slimani","2020-2021",32,"Finisher","Progressive Forward",0.15,0.04,0.08,0.02,0,0.01,0.01,579,"Lyon","Ligue 1","ALG","M"
"Badredine Bouanani","2023-2024",18,"Creator","Central Creator",0.15,0.01,0.06,0.02,0.03,0.02,-0.01,443,"Lorient","Ligue 1","ALG","M"
"Eric Maxim Choupo-Moting","2023-2024",34,"Dribbler","Direct Dribbler",0.15,0.03,0.1,0,0.01,0,0.02,717,"Bayern Munich","Bundesliga","CMR","M"
"Alexandru Maxim","2018-2019",28,"Creator","Central Creator",0.15,0.02,0,0.06,0.02,0.01,0.01,579,"Mainz 05","Bundesliga","ROU","M"
"Ajdin Hrustic","2020-2021",24,"Midfielder","Creative Midfielder",0.15,0.01,0.04,0.01,0.02,0.06,0.01,272,"Eint Frankfurt","Bundesliga","AUS","M"
